
[LoadTester] [2026-06-26 23:48:34 / ERROR /         1] BadValue(HP/Coord) | uid=1174 idx=1173 | CREATE_MY x=365480 y=401410 hp=-8401
[LoadTester] [2026-06-26 23:55:32 / ERROR /      6366] SpawnTimeout | uid=1065 idx=1064 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6367] SpawnTimeout | uid=1066 idx=1065 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6368] SpawnTimeout | uid=1067 idx=1066 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6369] SpawnTimeout | uid=1068 idx=1067 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6370] SpawnTimeout | uid=1069 idx=1068 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6371] SpawnTimeout | uid=1070 idx=1069 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6372] SpawnTimeout | uid=1071 idx=1070 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6373] SpawnTimeout | uid=1072 idx=1071 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6374] SpawnTimeout | uid=1073 idx=1072 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6375] SpawnTimeout | uid=1074 idx=1073 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6376] BadValue(HP/Coord) | uid=1253 idx=1252 | CREATE_MONSTER id=1395 hp=2886/160
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6377] SpawnTimeout | uid=1075 idx=1074 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6378] SpawnTimeout | uid=1076 idx=1075 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6379] SpawnTimeout | uid=1077 idx=1076 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6380] SpawnTimeout | uid=1078 idx=1077 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6381] SpawnTimeout | uid=1079 idx=1078 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6382] SpawnTimeout | uid=1080 idx=1079 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6383] SpawnTimeout | uid=1081 idx=1080 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6384] SpawnTimeout | uid=1082 idx=1081 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6385] SpawnTimeout | uid=1083 idx=1082 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6386] BadValue(HP/Coord) | uid=1437 idx=1436 | CREATE_MONSTER id=1474 hp=6724/160
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6387] BadValue(HP/Coord) | uid=1253 idx=1252 | CREATE_MONSTER id=1395 hp=2886/160
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6388] BadValue(HP/Coord) | uid=1438 idx=1437 | CREATE_MONSTER id=1476 hp=3093/160
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6389] BadValue(HP/Coord) | uid=2231 idx=2230 | CREATE_MONSTER id=2278 hp=11639/160
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6390] BadValue(HP/Coord) | uid=2040 idx=2039 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6391] BadValue(HP/Coord) | uid=1894 idx=1893 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6392] BadValue(HP/Coord) | uid=1893 idx=1892 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6393] BadValue(HP/Coord) | uid=1989 idx=1988 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6394] BadValue(HP/Coord) | uid=2231 idx=2230 | CREATE_MONSTER id=2278 hp=11639/160
[LoadTester] [2026-06-26 23:55:33 / ERROR /      6395] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6396] BadValue(HP/Coord) | uid=2231 idx=2230 | CREATE_MONSTER id=2278 hp=11639/160
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6397] SpawnTimeout | uid=1084 idx=1083 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6398] SpawnTimeout | uid=1085 idx=1084 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6399] SpawnTimeout | uid=1086 idx=1085 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6400] SpawnTimeout | uid=1087 idx=1086 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6401] BadValue(HP/Coord) | uid=1393 idx=1392 | CREATE_MONSTER id=1476 hp=3093/160
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6402] SpawnTimeout | uid=1088 idx=1087 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6403] SpawnTimeout | uid=1089 idx=1088 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6404] SpawnTimeout | uid=1090 idx=1089 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6405] SpawnTimeout | uid=1091 idx=1090 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6406] SpawnTimeout | uid=1092 idx=1091 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6407] SpawnTimeout | uid=1093 idx=1092 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6408] BadValue(HP/Coord) | uid=1807 idx=1806 | CREATE_MONSTER id=1891 hp=13031/160
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6409] BadValue(HP/Coord) | uid=1807 idx=1806 | CREATE_MONSTER id=1891 hp=13031/160
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6410] BadValue(HP/Coord) | uid=1514 idx=1513 | CREATE_MONSTER id=1473 hp=3809/160
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6411] BadValue(HP/Coord) | uid=1352 idx=1351 | CREATE_MONSTER id=1395 hp=2865/160
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6412] BadValue(HP/Coord) | uid=1397 idx=1396 | CREATE_MONSTER id=1395 hp=2865/160
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6413] BadValue(HP/Coord) | uid=1255 idx=1254 | CREATE_MONSTER id=1395 hp=2865/160
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6414] BadValue(HP/Coord) | uid=1514 idx=1513 | CREATE_MONSTER id=1473 hp=3809/160
[LoadTester] [2026-06-26 23:55:34 / ERROR /      6415] BadValue(HP/Coord) | uid=1850 idx=1849 | CREATE_MONSTER id=1891 hp=13031/160
[LoadTester] [2026-06-26 23:55:35 / ERROR /      6416] BadValue(HP/Coord) | uid=1473 idx=1472 | CREATE_MONSTER id=1474 hp=6724/160
[LoadTester] [2026-06-26 23:55:35 / ERROR /      6417] BadValue(HP/Coord) | uid=1473 idx=1472 | CREATE_MONSTER id=1473 hp=3809/160
[LoadTester] [2026-06-26 23:55:35 / ERROR /      6418] BadValue(HP/Coord) | uid=1473 idx=1472 | CREATE_MONSTER id=1474 hp=6724/160
[LoadTester] [2026-06-26 23:55:35 / ERROR /      6419] BadValue(HP/Coord) | uid=1473 idx=1472 | CREATE_MONSTER id=1473 hp=3809/160
[LoadTester] [2026-06-26 23:55:35 / ERROR /      6420] BadValue(HP/Coord) | uid=2280 idx=2279 | CREATE_MONSTER id=2322 hp=28900/160
[LoadTester] [2026-06-26 23:55:35 / ERROR /      6421] BadValue(HP/Coord) | uid=1850 idx=1849 | CREATE_MONSTER id=1891 hp=13031/160
[LoadTester] [2026-06-26 23:55:35 / ERROR /      6422] BadValue(HP/Coord) | uid=1255 idx=1254 | CREATE_MONSTER id=1395 hp=2865/160
[LoadTester] [2026-06-26 23:55:35 / ERROR /      6423] BadValue(HP/Coord) | uid=1939 idx=1938 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:35 / ERROR /      6424] BadValue(HP/Coord) | uid=2279 idx=2278 | CREATE_MONSTER id=2278 hp=11639/160
[LoadTester] [2026-06-26 23:55:36 / ERROR /      6425] BadValue(HP/Coord) | uid=1476 idx=1475 | CREATE_MONSTER id=1476 hp=3093/160
[LoadTester] [2026-06-26 23:55:36 / ERROR /      6426] BadValue(HP/Coord) | uid=1476 idx=1475 | CREATE_MONSTER id=1474 hp=6724/160
[LoadTester] [2026-06-26 23:55:36 / ERROR /      6427] BadValue(HP/Coord) | uid=1434 idx=1433 | CREATE_MONSTER id=1474 hp=6724/160
[LoadTester] [2026-06-26 23:55:36 / ERROR /      6428] BadValue(HP/Coord) | uid=1938 idx=1937 | CREATE_MONSTER id=1891 hp=13031/160
[LoadTester] [2026-06-26 23:55:36 / ERROR /      6429] BadValue(HP/Coord) | uid=1476 idx=1475 | CREATE_MONSTER id=1476 hp=3093/160
[LoadTester] [2026-06-26 23:55:36 / ERROR /      6430] BadValue(HP/Coord) | uid=1476 idx=1475 | CREATE_MONSTER id=1474 hp=6724/160
[LoadTester] [2026-06-26 23:55:36 / ERROR /      6431] BadValue(HP/Coord) | uid=1434 idx=1433 | CREATE_MONSTER id=1474 hp=6724/160
[LoadTester] [2026-06-26 23:55:36 / ERROR /      6432] BadValue(HP/Coord) | uid=2323 idx=2322 | CREATE_MONSTER id=2322 hp=28900/160
[LoadTester] [2026-06-26 23:55:37 / ERROR /      6433] BadValue(HP/Coord) | uid=1807 idx=1806 | CREATE_MONSTER id=1891 hp=13031/160
[LoadTester] [2026-06-26 23:55:37 / ERROR /      6434] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1891 hp=13031/160
[LoadTester] [2026-06-26 23:55:37 / ERROR /      6435] BadValue(HP/Coord) | uid=1353 idx=1352 | CREATE_MONSTER id=1395 hp=2865/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6436] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1891 hp=13031/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6437] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6438] BadValue(HP/Coord) | uid=1941 idx=1940 | CREATE_MONSTER id=1987 hp=12290/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6439] BadValue(HP/Coord) | uid=1256 idx=1255 | CREATE_MONSTER id=1395 hp=2844/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6440] BadValue(HP/Coord) | uid=1847 idx=1846 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6441] BadValue(HP/Coord) | uid=1848 idx=1847 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6442] BadValue(HP/Coord) | uid=1255 idx=1254 | CREATE_MONSTER id=1395 hp=2844/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6443] BadValue(HP/Coord) | uid=1512 idx=1511 | CREATE_MONSTER id=1473 hp=3809/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6444] BadValue(HP/Coord) | uid=1893 idx=1892 | CREATE_MONSTER id=1987 hp=12290/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6445] BadValue(HP/Coord) | uid=1893 idx=1892 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6446] BadValue(HP/Coord) | uid=1893 idx=1892 | CREATE_MONSTER id=1891 hp=13031/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6447] BadValue(HP/Coord) | uid=1394 idx=1393 | CREATE_MONSTER id=1476 hp=3093/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6448] BadValue(HP/Coord) | uid=1394 idx=1393 | CREATE_MONSTER id=1474 hp=6724/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6449] BadValue(HP/Coord) | uid=1394 idx=1393 | CREATE_MONSTER id=1473 hp=3809/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6450] BadValue(HP/Coord) | uid=1397 idx=1396 | CREATE_MONSTER id=1474 hp=6724/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6451] BadValue(HP/Coord) | uid=1394 idx=1393 | CREATE_MONSTER id=1476 hp=3093/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6452] BadValue(HP/Coord) | uid=1394 idx=1393 | CREATE_MONSTER id=1474 hp=6724/160
[LoadTester] [2026-06-26 23:55:38 / ERROR /      6453] BadValue(HP/Coord) | uid=1394 idx=1393 | CREATE_MONSTER id=1473 hp=3809/160
[LoadTester] [2026-06-26 23:55:39 / ERROR /      6454] BadValue(HP/Coord) | uid=1256 idx=1255 | CREATE_MONSTER id=1395 hp=2844/160
[LoadTester] [2026-06-26 23:55:39 / ERROR /      6455] BadValue(HP/Coord) | uid=2322 idx=2321 | CREATE_MONSTER id=2322 hp=28879/160
[LoadTester] [2026-06-26 23:55:39 / ERROR /      6456] BadValue(HP/Coord) | uid=2322 idx=2321 | CREATE_MONSTER id=2322 hp=28879/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6457] BadValue(HP/Coord) | uid=1848 idx=1847 | CREATE_MONSTER id=1939 hp=13053/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6458] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1987 hp=12290/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6459] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6460] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1891 hp=13031/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6461] BadValue(HP/Coord) | uid=1548 idx=1547 | CREATE_MONSTER id=1474 hp=6724/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6462] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1987 hp=12290/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6463] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6464] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1891 hp=13031/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6465] BadValue(HP/Coord) | uid=1849 idx=1848 | CREATE_MONSTER id=1939 hp=13053/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6466] BadValue(HP/Coord) | uid=1473 idx=1472 | CREATE_MONSTER id=1474 hp=6724/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6467] BadValue(HP/Coord) | uid=2040 idx=2039 | CREATE_MONSTER id=1939 hp=13053/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6468] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1987 hp=12290/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6469] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6470] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1891 hp=13031/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6471] BadValue(HP/Coord) | uid=1512 idx=1511 | CREATE_MONSTER id=1395 hp=2844/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6472] BadValue(HP/Coord) | uid=1892 idx=1891 | CREATE_MONSTER id=1891 hp=13031/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6473] BadValue(HP/Coord) | uid=1892 idx=1891 | CREATE_MONSTER id=1890 hp=12906/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6474] BadValue(HP/Coord) | uid=1847 idx=1846 | CREATE_MONSTER id=1939 hp=13053/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6475] BadValue(HP/Coord) | uid=2231 idx=2230 | CREATE_MONSTER id=2322 hp=28879/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6476] BadValue(HP/Coord) | uid=1510 idx=1509 | CREATE_MONSTER id=1509 hp=3708/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6477] BadValue(HP/Coord) | uid=1255 idx=1254 | CREATE_MONSTER id=1395 hp=2844/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6478] BadValue(HP/Coord) | uid=1510 idx=1509 | CREATE_MONSTER id=1509 hp=3708/160
[LoadTester] [2026-06-26 23:55:40 / ERROR /      6479] BadValue(HP/Coord) | uid=1436 idx=1435 | CREATE_MONSTER id=1395 hp=2844/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6480] BadValue(HP/Coord) | uid=1435 idx=1434 | CREATE_MONSTER id=1395 hp=2844/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6481] BadValue(HP/Coord) | uid=1989 idx=1988 | CREATE_MONSTER id=1939 hp=13053/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6482] BadValue(HP/Coord) | uid=1891 idx=1890 | CREATE_MONSTER id=1939 hp=13053/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6483] BadValue(HP/Coord) | uid=1891 idx=1890 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6484] BadValue(HP/Coord) | uid=2187 idx=2186 | CREATE_MONSTER id=2322 hp=28879/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6485] BadValue(HP/Coord) | uid=2230 idx=2229 | CREATE_MONSTER id=2322 hp=28879/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6486] BadValue(HP/Coord) | uid=2275 idx=2274 | CREATE_MONSTER id=2322 hp=28879/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6487] BadValue(HP/Coord) | uid=1938 idx=1937 | CREATE_MONSTER id=1891 hp=12991/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6488] BadValue(HP/Coord) | uid=1763 idx=1762 | CREATE_MONSTER id=1891 hp=12991/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6489] BadValue(HP/Coord) | uid=1846 idx=1845 | CREATE_MONSTER id=1891 hp=12991/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6490] BadValue(HP/Coord) | uid=1891 idx=1890 | CREATE_MONSTER id=1890 hp=12866/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6491] BadValue(HP/Coord) | uid=1893 idx=1892 | CREATE_MONSTER id=1890 hp=12866/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6492] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1890 hp=12866/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6493] BadValue(HP/Coord) | uid=1990 idx=1989 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6494] BadValue(HP/Coord) | uid=2039 idx=2038 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6495] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1987 hp=12290/160
[LoadTester] [2026-06-26 23:55:41 / ERROR /      6496] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6497] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1890 hp=12866/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6498] BadValue(HP/Coord) | uid=1476 idx=1475 | CREATE_MONSTER id=1476 hp=3003/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6499] BadValue(HP/Coord) | uid=1476 idx=1475 | CREATE_MONSTER id=1474 hp=6681/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6500] BadValue(HP/Coord) | uid=2275 idx=2274 | CREATE_MONSTER id=2322 hp=28879/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6501] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1987 hp=12290/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6502] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6503] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1890 hp=12866/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6504] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1987 hp=12290/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6505] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1988 hp=12394/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6506] BadValue(HP/Coord) | uid=1940 idx=1939 | CREATE_MONSTER id=1890 hp=12866/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6507] BadValue(HP/Coord) | uid=1548 idx=1547 | CREATE_MONSTER id=1474 hp=6681/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6508] BadValue(HP/Coord) | uid=2231 idx=2230 | CREATE_MONSTER id=2278 hp=11639/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6509] BadValue(HP/Coord) | uid=1394 idx=1393 | CREATE_MONSTER id=1474 hp=6681/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6510] BadValue(HP/Coord) | uid=1394 idx=1393 | CREATE_MONSTER id=1473 hp=3809/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6511] BadValue(HP/Coord) | uid=1353 idx=1352 | CREATE_MONSTER id=1395 hp=2801/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6512] BadValue(HP/Coord) | uid=2232 idx=2231 | CREATE_MONSTER id=2278 hp=11639/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6513] BadValue(HP/Coord) | uid=1478 idx=1477 | CREATE_MONSTER id=1476 hp=3003/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6514] BadValue(HP/Coord) | uid=1394 idx=1393 | CREATE_MONSTER id=1474 hp=6681/160
[LoadTester] [2026-06-26 23:55:42 / ERROR /      6515] BadValue(HP/Coord) | uid=1394 idx=1393 | CREATE_MONSTER id=1473 hp=3809/160
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6516] BadValue(HP/Coord) | uid=1847 idx=1846 | CREATE_MONSTER id=1939 hp=13053/160
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6517] BadValue(HP/Coord) | uid=1893 idx=1892 | CREATE_MONSTER id=1891 hp=12991/160
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6518] BadValue(HP/Coord) | uid=1891 idx=1890 | CREATE_MONSTER id=1891 hp=12991/160
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6519] BadValue(HP/Coord) | uid=1552 idx=1551 | CREATE_MONSTER id=1476 hp=3003/160
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6520] BadValue(HP/Coord) | uid=1552 idx=1551 | CREATE_MONSTER id=1474 hp=6681/160
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6521] SpawnTimeout | uid=76 idx=75 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6522] SpawnTimeout | uid=77 idx=76 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6523] SpawnTimeout | uid=78 idx=77 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6524] SpawnTimeout | uid=79 idx=78 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6525] SpawnTimeout | uid=80 idx=79 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6526] SpawnTimeout | uid=81 idx=80 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6527] SpawnTimeout | uid=82 idx=81 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6528] SpawnTimeout | uid=83 idx=82 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6529] SpawnTimeout | uid=84 idx=83 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6530] SpawnTimeout | uid=85 idx=84 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6531] SpawnTimeout | uid=86 idx=85 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6532] BadValue(HP/Coord) | uid=1438 idx=1437 | CREATE_MONSTER id=1476 hp=3003/160
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6533] SpawnTimeout | uid=87 idx=86 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6534] SpawnTimeout | uid=88 idx=87 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6535] SpawnTimeout | uid=89 idx=88 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6536] SpawnTimeout | uid=90 idx=89 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6537] SpawnTimeout | uid=91 idx=90 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6538] SpawnTimeout | uid=92 idx=91 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6539] BadValue(HP/Coord) | uid=1438 idx=1437 | CREATE_MONSTER id=1476 hp=3003/160
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6540] SpawnTimeout | uid=93 idx=92 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6541] SpawnTimeout | uid=94 idx=93 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6542] SpawnTimeout | uid=95 idx=94 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6543] SpawnTimeout | uid=96 idx=95 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6544] SpawnTimeout | uid=97 idx=96 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6545] SpawnTimeout | uid=98 idx=97 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6546] SpawnTimeout | uid=99 idx=98 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:55:43 / ERROR /      6547] BadValue(HP/Coord) | uid=2232 idx=2231 | CREATE_MONSTER id=2278 hp=11639/160
